"uid","fare_amount","pickup_datetime","pickup_longitude","pickup_latitude","dropoff_longitude","dropoff_latitude","passenger_count"
34635,11,"2013-01-19 20:47:06 UTC",-73.989685,40.727919,-73.960033,40.76183,3
15625,9,"2013-01-21 14:13:00 UTC",-73.974757,40.790802,-73.976522,40.775487,1
66269,4,"2013-01-15 00:05:00 UTC",-73.980197,40.748562,-73.983827,40.743505,5
33135,7.5,"2013-01-31 11:22:00 UTC",-73.982662,40.744957,-74.000593,40.746255,1
41549,4.5,"2013-01-11 08:24:46 UTC",-73.974801,40.756175,-73.969077,40.762492,1
1190,16,"2013-01-10 20:36:42 UTC",-73.995184,40.709418,-73.995184,40.709418,1
25117,27.5,"2013-01-26 21:15:22 UTC",-74.006595,40.742493,-73.945972,40.729703,1
1675,12,"2013-01-16 14:30:58 UTC",-73.988866,40.777738,-73.964031,40.758584,1
14451,18,"2013-01-28 16:49:00 UTC",-73.990052,40.737,-73.964163,40.719215,1
2133,10.5,"2013-01-11 18:42:00 UTC",-73.9821,40.771452,-73.962697,40.765267,1
60497,52,"2013-01-04 22:34:31 UTC",-73.790296,40.643705,-73.952281,40.771404,1
18515,9,"2013-01-12 00:16:00 UTC",-73.990515,40.740393,-73.975245,40.717987,1
65645,18.5,"2013-01-25 11:40:00 UTC",-73.963627,40.765867,-73.9954,40.733885,1
63941,15.5,"2013-01-04 20:05:00 UTC",-74.001432,40.73719,-73.962995,40.766427,5
19032,18.5,"2013-01-02 06:57:00 UTC",-73.994112,40.690805,-73.98387,40.759205,2
23150,20.5,"2013-01-05 10:26:26 UTC",-73.984745,40.761647,-74.013922,40.702841,1
24446,37.3,"2013-01-17 10:14:00 UTC",-73.862932,40.769102,-73.986452,40.758172,1
30804,18,"2013-01-30 20:59:15 UTC",-74.001849,40.724668,-73.990628,40.775008,1
6203,4,"2013-01-18 03:12:21 UTC",-73.96184,40.770993,-73.960966,40.766954,1
21957,4,"2013-01-31 12:13:53 UTC",-73.965881,40.768236,-73.959998,40.77444,1
61685,9,"2013-01-26 12:12:48 UTC",-74.004417,40.718787,-73.991359,40.736614,1
45443,10.5,"2013-01-05 19:47:00 UTC",-73.989985,40.752587,-73.982683,40.731552,1
45634,15,"2013-01-01 18:30:56 UTC",-73.978796,40.751133,-73.9724,40.7914,1
10750,6.5,"2013-01-19 16:23:16 UTC",-73.964347,40.764631,-73.948419,40.774653,2
62520,6,"2013-01-09 19:30:17 UTC",-74.0025,40.728375,-74.009207,40.716235,1
44988,6.5,"2013-01-16 14:23:10 UTC",-73.984452,40.721769,-74.001899,40.728084,3
8177,6,"2013-01-18 13:27:00 UTC",-73.956453,40.775552,-73.960395,40.768737,6
27793,12,"2013-01-30 08:08:00 UTC",-73.951375,40.77411,-73.972223,40.756882,1
25908,31.3,"2013-01-18 08:09:39 UTC",-73.958832,40.775753,-73.864887,40.770387,2
7413,11.5,"2013-01-24 23:07:00 UTC",-73.978243,40.756562,-73.98012,40.730297,3
18621,4,"2013-01-26 21:02:00 UTC",-73.997552,40.75728,-73.992415,40.754827,1
57790,38.5,"2013-01-23 12:01:13 UTC",-73.870815,40.77362,-73.982057,40.76271,1
59143,6,"2013-01-05 01:21:00 UTC",-73.998635,40.738118,-73.991783,40.727105,5
29656,7,"2013-01-03 10:45:33 UTC",-73.98911,40.736349,-73.977924,40.750474,1
25122,13.5,"2013-01-14 20:19:00 UTC",-73.963612,40.771597,-73.930185,40.756922,1
17187,3.5,"2013-01-11 11:17:10 UTC",-73.984563,40.767708,-73.98324,40.762468,1
47334,6.5,"2013-01-25 22:22:00 UTC",-73.969188,40.790197,-73.952015,40.790112,5
5664,10.5,"2013-01-12 22:46:55 UTC",-73.994283,40.726717,-73.970793,40.748669,2
48114,10,"2013-01-02 13:01:23 UTC",-73.959031,40.783376,-73.975797,40.760122,1
25630,6,"2013-01-28 20:26:00 UTC",-73.976603,40.751625,-73.991352,40.749387,1
51378,6.5,"2013-01-23 00:29:00 UTC",-73.9822,40.765037,-73.981057,40.753652,1
39360,11.5,"2013-01-23 23:23:05 UTC",-73.981965,40.775852,-73.963564,40.80372,2
55671,14.5,"2013-01-12 18:10:00 UTC",-73.992292,40.72516,-73.98565,40.761407,1
56924,9,"2013-01-07 20:16:00 UTC",-73.979427,40.752467,-73.958645,40.780987,1
35595,5,"2013-01-06 02:50:15 UTC",-73.951548,40.802875,-73.941771,40.804167,1
57594,14,"2013-01-19 23:36:05 UTC",-73.980306,40.676709,-73.99672,40.69548,4
28181,5,"2013-01-07 10:06:00 UTC",-73.990365,40.730772,-73.989525,40.73973,1
44622,33.5,"2013-01-07 20:37:00 UTC",-73.8709,40.773672,-73.988858,40.686085,3
19449,9,"2013-01-12 16:13:00 UTC",-74.004653,40.742037,-74.006772,40.718897,5
12745,8,"2013-01-30 12:41:00 UTC",-73.981935,40.759107,-73.972852,40.758842,1
13192,10,"2013-01-23 22:38:52 UTC",-74.000648,40.729951,-73.981368,40.723603,1
55131,5,"2013-01-04 08:41:00 UTC",-73.979082,40.747245,-73.982397,40.7486,1
21023,13.5,"2013-01-17 22:02:00 UTC",-73.982422,40.772297,-73.993615,40.73576,1
62682,27.5,"2013-01-24 14:17:00 UTC",-73.972265,40.756695,-73.892923,40.766047,1
33698,32.3,"2013-01-15 18:06:00 UTC",-73.863752,40.768505,-73.95598,40.814452,1
41897,8,"2013-01-14 01:05:00 UTC",-73.987197,40.729217,-73.976207,40.750965,5
57908,9,"2013-01-06 06:15:36 UTC",-73.984438,40.724862,-74.008886,40.73109,1
16150,20,"2013-01-31 13:56:47 UTC",-74.012072,40.709126,-73.985522,40.76188,1
18893,4.5,"2013-01-09 05:18:23 UTC",-73.992115,40.759215,-74.00072,40.747177,1
14745,36.3,"2013-01-04 10:42:06 UTC",-73.874476,40.774032,-73.973733,40.782969,1
35316,20.5,"2013-01-22 01:33:01 UTC",-74.00393,40.72561,-73.949214,40.762957,1
45795,10,"2013-01-31 00:48:00 UTC",-74.007887,40.723437,-73.982488,40.739785,4
60302,6.5,"2013-01-25 16:58:24 UTC",-73.982224,40.75756,-73.98263,40.770841,1
55745,7.5,"2013-01-08 14:28:00 UTC",-73.99466,40.740435,-73.979882,40.741487,1
27028,6.5,"2013-01-01 08:22:00 UTC",-73.98881,40.736785,-73.989608,40.74805,1
19191,13.5,"2013-01-20 04:09:43 UTC",-73.977448,40.725964,-73.952647,40.775671,2
32983,11.5,"2013-01-03 22:35:00 UTC",-73.989173,40.77717,-73.964395,40.760487,2
8652,5.5,"2013-01-13 00:00:00 UTC",-73.994193,40.746152,-74.004815,40.739837,5
17646,17.5,"2013-01-01 00:47:18 UTC",-73.967895,40.757851,-74.004594,40.708224,1
8818,8,"2013-01-16 14:52:00 UTC",-73.969353,40.763755,-73.974647,40.77825,2
68580,5,"2013-01-29 16:21:15 UTC",-73.999004,40.744481,-73.990297,40.738548,1
57539,8,"2013-01-28 20:26:00 UTC",-73.98012,40.758153,-73.996142,40.759113,1
1579,16.5,"2013-01-11 11:54:06 UTC",-73.990898,40.748614,-74.01436,40.714042,2
62318,16.5,"2013-01-05 00:13:00 UTC",-73.95957,40.718093,-73.96449,40.673967,2
47161,7,"2013-01-24 07:47:00 UTC",-74.001005,40.747085,-73.987548,40.744787,6
22614,8,"2013-01-26 18:26:00 UTC",-73.995065,40.725372,-73.989298,40.714147,1
39711,30.5,"2013-01-16 07:53:27 UTC",-74.006732,40.731546,-74.012195,40.720702,1
23395,4.5,"2013-01-26 20:25:00 UTC",-73.974525,40.790235,-73.982237,40.775402,1
21616,13,"2013-01-30 20:42:00 UTC",-73.995042,40.68879,-74.016092,40.711452,5
18413,20,"2013-01-25 23:29:00 UTC",-73.96442,40.807452,-74.008392,40.742172,1
2506,7,"2013-01-08 10:44:00 UTC",-73.996852,40.723917,-73.987387,40.73892,1
1698,10,"2013-01-19 14:50:00 UTC",-73.968337,40.762145,-73.958772,40.777802,6
21902,8,"2013-01-10 08:14:00 UTC",-73.989407,40.75735,-73.971775,40.758175,5
26960,23,"2013-01-31 09:48:00 UTC",-73.783535,40.648647,-73.88238,40.656262,1
2254,6,"2013-01-10 17:58:00 UTC",-73.962102,40.75945,-73.965568,40.769327,2
21422,6.5,"2013-01-05 17:43:09 UTC",-73.958645,40.780785,-73.967943,40.762788,1
32480,6.5,"2013-01-19 07:31:00 UTC",-73.992327,40.758872,-73.978883,40.75296,1
49918,4.5,"2013-01-18 11:38:32 UTC",-73.95821,40.773083,-73.949608,40.783599,1
49382,8.5,"2013-01-01 17:04:00 UTC",-73.960373,40.766085,-73.980103,40.748923,1
13279,5,"2013-01-01 21:47:00 UTC",-73.993513,40.74729,-73.9896,40.739125,1
15159,9,"2013-01-11 17:57:00 UTC",-73.978163,40.77326,-73.989717,40.748282,2
2186,6.5,"2013-01-03 08:56:26 UTC",-73.992498,40.750227,-73.979156,40.752668,1
619,8.5,"2013-01-25 23:51:26 UTC",-73.974216,40.762503,-73.991422,40.749965,1
40095,28,"2013-01-12 14:52:43 UTC",-74.000155,40.737834,-73.938805,40.835347,1
15919,10.5,"2013-01-21 18:55:00 UTC",-73.970605,40.75312,-73.98242,40.742642,2
59311,7,"2013-01-22 10:22:28 UTC",-73.96234,40.766268,-73.950755,40.769645,1
36194,27,"2013-01-13 03:13:54 UTC",-73.982798,40.74944,-73.915522,40.687967,1
53643,5,"2013-01-11 23:30:00 UTC",-73.967535,40.756427,-73.975307,40.745617,1
26920,16.5,"2013-01-29 13:31:33 UTC",-74.01002,40.720862,-73.985644,40.753519,1
49408,11,"2013-01-11 07:04:00 UTC",-73.946623,40.772475,-73.983478,40.745688,5
9794,7,"2013-01-06 12:55:53 UTC",-73.988429,40.764324,-73.991448,40.749834,1
29233,6.5,"2013-01-15 11:18:00 UTC",-73.965152,40.771322,-73.97453,40.765022,6
60694,4.5,"2013-01-05 17:17:11 UTC",-73.976362,40.765374,-73.967256,40.769257,1
43774,16,"2013-01-18 12:33:34 UTC",-73.985267,40.743121,-73.957837,40.783085,1
67292,6.5,"2013-01-01 17:02:52 UTC",-73.992522,40.743164,-73.98351,40.75881,2
60170,14,"2013-01-19 23:14:00 UTC",-73.955287,40.788627,-73.98834,40.751012,1
13516,26,"2013-01-21 04:46:40 UTC",-73.993398,40.756298,-73.926359,40.864,1
43572,7,"2013-01-11 23:44:23 UTC",-73.973608,40.757148,-73.973608,40.757148,1
69667,6,"2013-01-03 19:48:07 UTC",-73.99017,40.75174,-73.986855,40.744885,1
48182,8,"2013-01-08 14:42:00 UTC",-73.981185,40.759597,-73.964295,40.770672,1
9797,4,"2013-01-12 00:39:00 UTC",-73.953825,40.779105,-73.950057,40.785557,1
67833,9,"2013-01-25 13:33:00 UTC",-73.9905,40.746025,-73.975122,40.747747,1
4504,13,"2013-01-20 11:04:24 UTC",-73.994334,40.745722,-73.982675,40.775618,2
67399,17.5,"2013-01-19 00:24:00 UTC",-73.98617,40.745237,-73.990763,40.693802,1
63764,9,"2013-01-03 09:18:00 UTC",-73.954847,40.789045,-73.975923,40.764067,5
64261,24,"2013-01-26 00:31:14 UTC",-74.005676,40.745803,-73.942525,40.843052,4
69746,6,"2013-01-11 12:23:41 UTC",-73.995037,40.760302,-73.987694,40.760062,1
48184,10.5,"2013-01-30 11:33:41 UTC",-73.975622,40.748929,-73.995521,40.723474,1
6168,8.5,"2013-01-02 20:07:56 UTC",-73.987835,40.769719,-73.963884,40.799594,1
66320,32.5,"2013-01-15 22:11:00 UTC",-73.961625,40.771092,-73.84397,40.856337,1
51736,13.5,"2013-01-23 18:02:00 UTC",-73.966367,40.764847,-73.97594,40.789167,6
46844,7,"2013-01-23 22:58:00 UTC",-73.99706,40.725307,-73.99027,40.72968,2
12376,9.5,"2013-01-02 06:23:00 UTC",-73.951485,40.769967,-73.974248,40.756468,2
43474,16.5,"2013-01-12 11:28:00 UTC",-73.952345,40.772905,-73.991065,40.7487,1
58394,5,"2013-01-08 19:22:53 UTC",-73.935565,40.796112,-73.949924,40.802162,1
44293,5,"2013-01-09 11:36:22 UTC",-73.986178,40.75488,-73.975252,40.749902,1
67641,32.8,"2013-01-01 21:49:47 UTC",-73.863143,40.769251,-73.985142,40.744135,2
15855,12.5,"2013-01-04 17:39:00 UTC",-73.977015,40.755915,-73.947228,40.780747,1
2170,18,"2013-01-13 04:36:46 UTC",-73.984355,40.72516,-73.994185,40.690947,2
20027,11.5,"2013-01-28 19:24:06 UTC",-73.977987,40.73809,-73.95886,40.772136,1
30335,4.5,"2013-01-13 17:01:00 UTC",-73.968187,40.76231,-74.001568,40.755582,5
19944,9.5,"2013-01-10 22:04:00 UTC",-74.002815,40.728627,-73.979792,40.753187,1
9516,6,"2013-01-12 12:32:00 UTC",-73.986708,40.721705,-73.98746,40.732537,1
64542,6,"2013-01-29 16:32:00 UTC",-73.974317,40.763397,-73.980502,40.752432,2
24072,8.5,"2013-01-26 17:45:00 UTC",-73.988733,40.73104,-73.988427,40.749147,1
12616,19.5,"2013-01-09 04:13:00 UTC",-74.005962,40.735712,-73.95792,40.694332,1
23505,6.5,"2013-01-03 17:42:01 UTC",-73.983911,40.721675,-73.999522,40.722026,1
778,6.5,"2013-01-19 23:56:00 UTC",-73.954768,40.733428,-73.949431,40.71413,1
4460,6,"2013-01-13 17:56:59 UTC",-73.977983,40.746002,-73.966832,40.761402,1
31841,13.5,"2013-01-25 17:33:00 UTC",-73.988903,40.73675,-73.96688,40.760825,6
23907,5,"2013-01-31 12:59:00 UTC",-73.955372,40.76866,-73.94924,40.777032,3
14795,7,"2013-01-28 20:00:00 UTC",-73.979907,40.735097,-73.974,40.750582,5
10930,9,"2013-01-27 17:41:17 UTC",-73.966044,40.758651,-73.976521,40.744125,2
5510,4.5,"2013-01-04 15:08:25 UTC",-73.960054,40.770665,-73.960662,40.777478,1
60111,18,"2013-01-08 12:07:23 UTC",-73.981724,40.762989,-74.007367,40.71324,1
27095,48.7,"2013-01-06 00:47:00 UTC",-73.971857,40.750212,-73.87601,40.931627,4
12684,11,"2013-01-08 14:48:39 UTC",-73.99093,40.737959,-74.010489,40.719042,1
3860,10.5,"2013-01-18 10:00:05 UTC",-73.95466,40.77299,-73.974394,40.762416,1
51892,12.5,"2013-01-04 20:19:00 UTC",-73.98929,40.744018,-73.987832,40.722617,5
65357,9,"2013-01-26 08:48:00 UTC",-73.953448,40.7756,-73.974305,40.75332,6
28306,8.5,"2013-01-28 18:57:52 UTC",-73.985478,40.759293,-73.968368,40.758887,1
54443,19,"2013-01-19 15:31:25 UTC",-73.996634,40.732458,-73.958632,40.783351,1
42516,3.5,"2013-01-09 07:46:00 UTC",-73.96549,40.792987,-73.97012,40.794852,1
33775,7,"2013-01-07 12:16:31 UTC",-74.014497,40.714038,-74.009255,40.71537,1
55222,5.5,"2013-01-08 13:53:00 UTC",-73.986803,40.766532,-73.9928,40.75662,1
61076,15,"2013-01-23 15:15:42 UTC",-73.981323,40.733164,-73.966087,40.762153,2
10625,14,"2013-01-10 22:48:00 UTC",-73.975565,40.748652,-73.92496,40.759812,1
18144,3,"2013-01-06 13:44:50 UTC",-73.993023,40.729457,-73.995975,40.726328,1
34101,5.5,"2013-01-23 22:45:49 UTC",-73.980371,40.734344,-73.968194,40.751272,2
1480,10.5,"2013-01-25 17:50:38 UTC",-74.000512,40.726208,-74.009393,40.713752,1
41395,6.5,"2013-01-25 10:42:00 UTC",-73.987357,40.76857,-73.999665,40.75904,1
56698,6,"2013-01-20 22:03:00 UTC",-73.98524,40.739547,-73.989782,40.748212,2
59998,5.5,"2013-01-24 17:56:00 UTC",-73.955922,40.778972,-73.958492,40.770597,1
22760,8.5,"2013-01-28 15:17:46 UTC",-73.975144,40.759581,-73.998456,40.753373,1
62612,56.8,"2013-01-10 18:16:00 UTC",-73.979067,40.750137,-73.99361,40.757177,1
59041,16.5,"2013-01-30 08:42:10 UTC",-73.973469,40.7477,-74.001314,40.724341,1
49113,6.5,"2013-01-30 19:08:00 UTC",-73.998767,40.734617,-73.985237,40.729217,1
46222,4,"2013-01-30 21:28:33 UTC",-73.98877,40.753318,-73.978696,40.749163,1
33771,7,"2013-01-28 16:31:00 UTC",-74.003847,40.732577,-74.008607,40.742232,1
69979,11,"2013-01-12 21:09:00 UTC",-73.98559,40.744277,-74.007555,40.74329,1
56332,7,"2013-01-16 12:26:10 UTC",-73.94524,40.774445,-73.959857,40.77625,1
48979,5,"2013-01-13 10:16:35 UTC",-73.980468,40.763264,-73.989658,40.752166,1
23700,32.8,"2013-01-07 21:51:33 UTC",-73.976694,40.755589,-73.99454,40.678283,1
9310,28,"2013-01-15 23:59:00 UTC",-74.00465,40.747032,-73.907627,40.69521,5
27776,5.5,"2013-01-28 21:05:48 UTC",-73.952856,40.772441,-73.948594,40.784836,1
52014,15.5,"2013-01-16 09:24:00 UTC",-73.9703,40.784862,-73.979967,40.751587,1
9359,11.5,"2013-01-12 01:12:00 UTC",-73.959755,40.718163,-73.927685,40.70186,1
8666,11,"2013-01-29 19:54:02 UTC",-73.967307,40.762868,-73.97691,40.789953,1
36535,13.5,"2013-01-07 17:36:27 UTC",-73.979964,40.760941,-73.948682,40.798263,1
39104,4.5,"2013-01-10 10:20:00 UTC",-73.987087,40.74521,-73.98141,40.747302,1
12396,5.5,"2013-01-06 02:12:19 UTC",-73.966007,40.805415,-73.962509,40.798205,1
53955,5,"2013-01-22 08:16:00 UTC",-73.958418,40.782382,-73.95876,40.777932,1
17920,9,"2013-01-21 14:33:49 UTC",-73.994288,40.746024,-73.997789,40.765306,1
13900,9,"2013-01-21 17:36:42 UTC",-73.982581,40.754172,-74.003328,40.731616,1
2636,8.5,"2013-01-17 12:40:00 UTC",-73.98072,40.781837,-73.97881,40.764477,1
23816,7.5,"2013-01-25 21:46:11 UTC",-74.002097,40.732194,-74.006854,40.742501,1
13743,5,"2013-01-19 20:22:55 UTC",-73.971784,40.749503,-73.980474,40.73852,2
43536,6.5,"2013-01-27 12:07:00 UTC",-73.971647,40.794902,-73.97853,40.780695,2
62956,7.5,"2013-01-18 12:46:16 UTC",-73.977886,40.784003,-73.956904,40.77481,1
11373,6.5,"2013-01-21 18:56:00 UTC",-73.95555,40.782715,-73.97169,40.786247,2
5994,5.5,"2013-01-19 14:22:00 UTC",-73.992802,40.758282,-73.999928,40.757472,4
23390,16,"2013-01-23 20:56:00 UTC",-74.00645,40.739262,-73.976067,40.784767,2
33608,9,"2013-01-14 20:58:00 UTC",-73.971865,40.757845,-73.982057,40.736057,6
51303,10,"2013-01-27 08:02:36 UTC",-73.987694,40.770298,-73.964549,40.807015,1
52461,4.5,"2013-01-14 00:06:07 UTC",-73.966548,40.770958,-73.956828,40.775546,1
2457,6,"2013-01-13 15:02:30 UTC",-73.978939,40.747531,-73.990733,40.732833,2
36338,4.5,"2013-01-26 06:41:08 UTC",-73.996022,40.738462,-73.985365,40.7409,1
4253,5,"2013-01-23 18:20:38 UTC",-73.998545,40.734875,-73.996353,40.742893,1
33132,11,"2013-01-28 21:18:00 UTC",-73.972545,40.757232,-73.951132,40.78588,2
61311,5,"2013-01-24 12:10:00 UTC",-73.961053,40.774852,-73.953622,40.780377,1
8201,7,"2013-01-23 13:27:00 UTC",-73.980677,40.754172,-73.975773,40.744655,1
45019,8.5,"2013-01-26 12:31:09 UTC",-73.973264,40.748756,-73.984657,40.728846,2
32973,15,"2013-01-01 02:58:00 UTC",-74.01387,40.704502,-73.973857,40.731397,5
62165,41.8,"2013-01-13 17:29:00 UTC",-73.863255,40.769945,-73.989748,40.746632,1
23680,35.8,"2013-01-29 21:55:17 UTC",-73.862769,40.768849,-73.97643,40.778156,1
30223,8.5,"2013-01-01 13:44:00 UTC",-73.982485,40.772142,-73.990388,40.751637,1
15626,7.5,"2013-01-16 19:33:00 UTC",-73.98543,40.778522,-73.973505,40.797917,1
38748,9.5,"2013-01-26 00:22:00 UTC",-73.977377,40.745502,-73.99772,40.725782,2
15231,6,"2013-01-15 23:35:00 UTC",-73.969507,40.757617,-73.956553,40.769905,2
38586,4.5,"2013-01-21 12:21:00 UTC",-73.992007,40.749767,-73.985255,40.75313,1
63235,7.5,"2013-01-25 19:22:48 UTC",-73.935492,40.7961,-73.935492,40.7961,1
40023,10,"2013-01-11 22:30:17 UTC",-73.975399,40.745679,-74.002462,40.734434,1
68249,6.5,"2013-01-17 15:39:12 UTC",-73.98685,40.761905,-73.985311,40.775054,1
38208,38.8,"2013-01-25 07:28:51 UTC",-73.948106,40.782849,-73.831938,40.715417,1
37373,24.5,"2013-01-17 20:26:48 UTC",-73.95132,40.711424,-73.952091,40.786439,1
19291,9.5,"2013-01-20 07:30:00 UTC",-73.919757,40.768607,-73.900203,40.746032,1
